click_count,grade,link,location,name,show_time,type
14988,7.4,magnet:?xt=urn:btih:52614b7551863c74ead9faac52657f16fa174f2a&dn=[电影天堂www.dytt89.com]温蒂妮BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,德国/法国,2020年德国法国7.4分爱情片《温蒂妮》BD中英双字,2020-02-23(柏林电影节)/2020-06-11(德国),爱情/剧情
44157,6.4,magnet:?xt=urn:btih:fb95b6ef5221b1b8409d0af8face4a502c6b366f&dn=[电影天堂www.dytt89.com]风平浪静HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产6.4分爱情犯罪片《风平浪静》HD国语中字,2020-11-06(中国大陆)/2020-07-29(上海电影节),爱情/犯罪/剧情
23944,6.2,magnet:?xt=urn:btih:29d638e14816500f6bc94ecb0aa632b97456f314&dn=[电影天堂www.dytt89.com]砍人快乐-2020_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国6.2分喜剧恐怖片《砍人快乐》BD中英双字,2020-11-13(美国),喜剧/惊悚/恐怖
139096,6.5,magnet:?xt=urn:btih:03277bbaec9982a146a2096676ab247c8981f1b6&dn=[电影天堂www.dytt89.com]金刚川-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产战争片《金刚川》HD国语中字,2020-10-23(中国大陆),剧情/战争
22433,7.6,magnet:?xt=urn:btih:02951f107c26ad18706d2e34863f58de8cba53f1&dn=[电影天堂www.dytt89.com]曼克-2020_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国7.6分剧情片《曼克》BD中英双字,2020-11-13(美国)/2020-12-04(美国网络),剧情/传记
50426,7.2,magnet:?xt=urn:btih:5538d305a8d694da86a5d425708371ab2128e49a&dn=城市猎人-2019_BD法语.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,法国,2019年法国7.2分动作犯罪片《城市猎人》BD法语中字修复,2019-02-06(法国),喜剧/动作/犯罪
21503,7.2,magnet:?xt=urn:btih:dc1e34ff6228c0bf76c4fafc652d4f7119ef397e&dn=最普通的恋爱-2019_BD韩语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,韩国,2019年韩国7.2分喜剧爱情片《最普通的恋爱》BD韩语中字,2019-10-02(韩国),喜剧/爱情
38456,8.1,magnet:?xt=urn:btih:bddf093ceac4cf9dd3b5dc9aa69bdf3c74c6efcb&dn=[电影天堂www.dytt89.com]狼行者-2020_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国/卢森堡/法国/爱尔兰/英国,2020年欧美8.1分动画片《狼行者》BD中字,2020-09-12(多伦多电影节)/2020-12-11(美国),动画/奇幻/冒险
21353,3.8,magnet:?xt=urn:btih:571f63470b2ad06fd9a0562e80751da38aeb0ce4&dn=月半爱丽丝-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产爱情喜剧片《月半爱丽丝》HD国语中字,2020-10-30(中国大陆),喜剧/爱情/奇幻
176528,5.1,magnet:?xt=urn:btih:953e84656708d4dffad2c859626b2ae1e0973387&dn=[电影天堂www.dytt89.com]急先锋-2020_BD国粤双语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产成龙杨洋艾伦动作片《急先锋》BD国粤双语中字,2020-09-30(中国大陆),动作
25060,7.9,magnet:?xt=urn:btih:0c6e5671dc7cc49326ad6624c91e9eaf56a7b352&dn=[电影天堂www.dytt89.com]气球-2019_HD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产7.9分剧情片《气球》HD中字,2020-11-20(中国大陆)/2019-08-30(威尼斯电影节),剧情
49821,6.8,magnet:?xt=urn:btih:bf36bb9d89f2cc66591f6c23636dda7570f5ee7b&dn=[电影天堂www.dytt89.com]领袖水准-2020_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国6.8分动作片《领袖水准》BD中英双字,2020-04-16(荷兰),动作/科幻/惊悚
30123,8.8,magnet:?xt=urn:btih:01cfc2dc084779ba929ca4daf5322ea2d12e5993&dn=[电影天堂www.dytt89.com]棒！少年-2020_HD国语中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产高分纪录片《棒！少年》HD国语中英双字,2020-12-11(中国大陆)/2021-01-12(中国大陆网络)/2020-07-28(FIRST青年影展),纪录片/运动
19849,4.1,magnet:?xt=urn:btih:054c6e53996cb5133c0b5bfc1f62e27a2d4fa74d&dn=[电影天堂www.dytt89.com]如果声音不记得-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产爱情奇幻片《如果声音不记得》HD国语中字,2020-12-04(中国大陆),爱情/奇幻
18391,4.0,magnet:?xt=urn:btih:caee1885e1e067cdb16974958d2e8b42cd979642&dn=[电影天堂www.dytt89.com]明天你是否依然爱我-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆/中国香港,2020年国产爱情片《明天你是否依然爱我》HD国语中字,2020-12-24(中国大陆),爱情/剧情
26618,8.1,magnet:?xt=urn:btih:790d83c4abb45e48ebff311ad83ec5f5af706bb8&dn=[电影天堂www.dytt89.com]我是大哥大 电影版-2020_BD日语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,日本,2020年日本8.1分喜剧片《我是大哥大 电影版》BD日语中字,2020-07-17(日本),喜剧
23558,7.4,magnet:?xt=urn:btih:225acfcd893b308f66eef0626b5b0112319cebe6&dn=[电影天堂www.dytt89.com]勒热夫战役-2019_BD中俄双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,俄罗斯,2019年俄罗斯7.4分战争历史片《勒热夫战役》BD中俄双字,2019-12-05(俄罗斯),战争/剧情/历史
147187,7.7,magnet:?xt=urn:btih:fe353ff696d03ea4dc8c50cde8537a319f60a9b7&dn=[电影天堂www.dytt89.com]八佰-2020_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产7.7分历史战争大片《八佰》BD国语中字,2020-08-21(中国大陆)/2020-08-14(大规模点映),剧情/历史/战争
43105,7.7,magnet:?xt=urn:btih:48a7746f950271d148b3b540a05e31c46a9bf9f8&dn=[电影天堂www.dytt89.com]误杀-2019_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2019年国产肖央7.7分悬疑犯罪片《误杀》BD国语中字,2019-12-13(中国大陆)/2019-12-07(大规模点映),剧情/悬疑/犯罪
22354,8.5,magnet:?xt=urn:btih:fb14bcab8d4cf2a24fbe385e46c3d1713a13328b&dn=[电影天堂www.dytt89.com]波斯语课-2020_HD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,俄罗斯/德国/白俄罗斯,2020年俄罗斯德国8.5分剧情片《波斯语课》HD中英双字,2020-02-22(柏林电影节)/2020-09-24(德国),剧情
43587,6.3,magnet:?xt=urn:btih:c22a780c51cc16900e674cd4bad32e9503905bc1&dn=[电影天堂www.dytt89.com]紧急救援-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆/中国香港,2020年国产6.3分动作灾难片《紧急救援》HD国语中字,2020-12-18(中国大陆),动作/灾难
62523,5.1,magnet:?xt=urn:btih:f09b7a6ff37271aea7008b806468ab684a68f81e&dn=[电影天堂www.dytt89.com]晴雅集-2020_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产赵又廷邓伦爱情奇幻片《晴雅集》BD国语中字,2020-12-25(中国大陆)/2021-02-05(美国网络),爱情/奇幻
21338,6.0,magnet:?xt=urn:btih:7bf31e9683f9d26bea85a6b6a2db6082ea438522&dn=[电影天堂www.dytt89.com]校园大逃杀-2020_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国6.0分动作惊悚片《校园大逃杀》BD中英双字,2020-09-10(威尼斯电影节)/2021-01-14(美国),动作/惊悚
29151,6.5,magnet:?xt=urn:btih:cb757a8e86947352185f7aea16323b193901ca30&dn=[电影天堂www.dytt89.com]胜利号-2021_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,韩国,2021年韩国6.5分科幻片《胜利号》BD韩语中字,2021-02-05(韩国网络),科幻
19463,7.7,magnet:?xt=urn:btih:0cdac53fe501dfbb7ff06883e710e6e87b79c42d&dn=[电影天堂www.dytt89.com]穷途鼠的奶酪梦-2020_BD日语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,日本,2020年日本7.7分剧情片《穷途鼠的奶酪梦》BD日语中字,2020-09-11(日本),剧情/同性
